WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
8.84	2.76	11.57	0.0	1.18	3.91	0.308	0.187
8.62	3.62	11.16	0.45	1.0	2.67	0.297	0.2
7.15	2.45	6.55	0.24	1.25	2.24	0.318	0.262
5.95	2.01	5.16	0.09	0.98	2.62	0.222	0.188
5.83	2.5	6.08	0.36	1.13	2.94	0.248	0.209
4.81	3.78	9.39	0.36	1.12	2.57	0.282	0.206
4.72	2.34	5.41	0.37	0.88	2.26	0.237	0.206
3.97	2.2	4.71	0.31	1.36	3.49	0.337	0.306
3.82	2.5	4.4	0.17	1.42	4.42	0.311	0.279
3.5	1.38	4.01	0.45	1.31	3.56	0.252	0.232
3.5	1.38	4.01	0.45	1.31	3.56	0.252	0.232
3.5	1.38	4.01	0.45	1.31	3.56	0.252	0.232
3.45	1.91	4.25	0.64	1.19	3.28	0.265	0.245
3.45	2.97	4.08	0.35	1.11	3.75	0.283	0.259
3.38	2.8	5.35	0.38	1.29	2.92	0.229	0.202
3.35	1.92	3.47	0.55	1.3	2.65	0.261	0.247
3.33	3.05	4.55	0.21	1.02	2.93	0.25	0.223
3.22	3.89	5.25	0.32	1.31	3.81	0.295	0.258
3.16	3.2	3.27	0.47	1.27	3.55	0.247	0.235
3.15	3.35	5.4	0.4	1.18	3.37	0.266	0.232
3.02	2.78	3.14	0.63	1.2	3.77	0.271	0.262
2.92	3.35	5.28	0.41	1.18	3.55	0.216	0.191
2.92	3.35	5.28	0.41	1.18	3.55	0.216	0.191
2.92	3.35	5.28	0.41	1.18	3.55	0.216	0.191
2.92	1.97	3.66	0.35	1.29	3.74	0.286	0.263
2.87	2.07	3.48	0.54	1.09	2.22	0.27	0.256
2.82	2.63	4.01	0.63	1.04	3.36	0.304	0.286
2.75	4.47	5.26	0.42	0.92	1.31	0.271	0.238
2.69	1.95	3.8	0.82	1.19	3.16	0.331	0.315
2.4	3.32	3.18	0.54	1.23	4.26	0.245	0.235
2.37	3.05	3.77	0.55	1.16	2.94	0.272	0.256
2.32	3.69	5.95	0.54	1.39	3.46	0.273	0.239
2.28	3.0	4.71	0.43	1.16	3.44	0.328	0.294
2.22	3.54	2.57	0.32	1.37	2.98	0.308	0.296
2.22	3.54	2.57	0.32	1.37	2.98	0.308	0.296
2.22	3.54	2.57	0.32	1.37	2.98	0.308	0.296
2.19	3.1	2.97	0.74	1.2	3.83	0.321	0.31
2.14	1.32	4.19	1.32	1.34	4.7	0.286	0.281
2.08	2.33	4.83	0.67	1.32	3.99	0.28	0.255
1.74	4.45	3.18	0.0	1.27	3.28	0.286	0.262
1.73	4.05	3.79	0.42	1.47	3.93	0.254	0.235
1.55	1.47	5.33	1.12	1.24	4.44	0.272	0.254
1.53	2.1	5.0	0.93	1.33	4.17	0.294	0.272
1.46	3.18	7.56	0.9	0.99	2.34	0.269	0.229
1.32	3.9	6.99	0.65	1.24	3.75	0.362	0.305
1.29	3.27	3.57	0.55	1.26	3.66	0.266	0.25
1.29	3.27	3.57	0.55	1.26	3.66	0.266	0.25
1.29	3.27	3.57	0.55	1.26	3.66	0.266	0.25
1.25	3.46	2.66	0.67	1.02	4.12	0.235	0.235
1.25	2.73	3.41	0.68	1.42	4.81	0.296	0.281
1.1	4.04	5.01	0.65	1.24	3.67	0.337	0.301
1.09	2.84	4.5	0.95	1.48	3.53	0.317	0.294
0.87	3.77	3.14	0.42	1.32	4.2	0.356	0.341
0.81	2.46	6.95	0.94	1.36	3.83	0.281	0.243
0.8	4.78	2.67	0.5	1.49	4.02	0.27	0.261
0.77	2.3	2.3	0.73	1.33	4.84	0.337	0.336
0.76	3.21	4.3	0.78	1.48	3.69	0.271	0.259
0.73	3.11	2.72	0.39	1.43	3.64	0.309	0.294
0.73	3.11	2.72	0.39	1.43	3.64	0.309	0.294
0.73	3.11	2.72	0.39	1.43	3.64	0.309	0.294
0.67	3.06	5.57	1.18	1.42	3.89	0.266	0.249
0.66	2.33	2.47	0.55	1.46	4.13	0.315	0.305
0.63	3.49	4.41	0.74	1.41	3.57	0.189	0.185
0.6	4.05	5.67	0.81	1.13	2.76	0.302	0.271
0.57	2.35	2.06	0.81	1.73	4.51	0.28	0.282
0.55	4.91	5.85	0.94	1.66	3.78	0.374	0.332
0.54	5.21	5.53	0.65	1.27	4.05	0.375	0.336
0.54	3.61	5.16	0.86	1.59	3.97	0.267	0.25
0.52	3.88	1.66	0.56	1.31	4.94	0.311	0.311
0.48	3.06	3.8	0.75	1.64	3.84	0.26	0.248
0.48	3.06	3.8	0.75	1.64	3.84	0.26	0.248
0.48	3.06	3.8	0.75	1.64	3.84	0.26	0.248
0.48	4.01	4.01	1.05	1.43	2.64	0.313	0.305
0.43	2.96	6.83	1.1	1.39	4.78	0.317	0.28
0.41	2.55	1.65	0.83	1.64	4.23	0.283	0.293
0.39	3.9	3.9	0.9	1.37	5.08	0.343	0.325
0.38	4.22	2.87	1.06	1.48	4.09	0.25	0.252
0.38	6.26	5.74	1.04	1.87	4.18	0.323	0.288
0.38	4.22	3.54	0.68	1.48	5.72	0.286	0.274
0.35	4.98	4.02	1.2	1.65	4.94	0.267	0.263
0.29	2.9	5.32	1.16	1.36	5.26	0.281	0.263
0.28	3.52	1.92	1.12	1.74	4.99	0.317	0.332
0.28	3.52	1.92	1.12	1.74	4.99	0.317	0.332
0.28	3.52	1.92	1.12	1.74	4.99	0.317	0.332
0.27	3.38	3.21	1.18	1.71	5.15	0.266	0.27
0.26	3.29	4.38	1.17	1.71	4.67	0.282	0.273
0.25	3.78	3.78	0.76	1.57	5.78	0.257	0.247
0.23	2.4	4.2	1.29	1.6	3.64	0.282	0.279
0.17	7.57	4.19	0.6	1.95	4.19	0.234	0.221
0.16	4.6	4.3	0.92	1.69	5.28	0.337	0.313
0.12	4.81	4.19	1.05	1.54	4.7	0.233	0.231
0.12	3.77	2.03	1.16	1.57	4.27	0.321	0.331
0.01	3.86	5.61	1.75	1.41	4.61	0.253	0.255
