WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
9.09	1.15	11.52	0.08	0.58	0.75	0.223	0.138
6.04	1.86	4.08	0.36	0.99	3.21	0.299	0.273
5.84	2.47	3.79	0.17	1.09	3.1	0.282	0.261
5.28	2.94	8.04	0.57	1.25	2.72	0.293	0.235
4.77	2.94	6.02	0.34	1.18	3.4	0.253	0.215
4.76	2.4	4.21	0.5	1.26	3.94	0.269	0.248
4.33	3.26	4.55	0.74	1.2	3.29	0.246	0.228
4.09	2.11	5.45	0.56	1.18	3.57	0.238	0.212
3.61	2.04	6.5	0.61	1.18	3.22	0.324	0.277
3.43	2.06	2.99	0.65	1.19	3.2	0.263	0.254
3.43	2.06	2.99	0.65	1.19	3.2	0.263	0.254
3.43	2.06	2.99	0.65	1.19	3.2	0.263	0.254
3.15	1.84	3.69	0.6	1.18	3.07	0.282	0.266
3.02	2.36	8.03	0.9	1.19	3.17	0.296	0.247
2.42	3.38	4.28	0.68	1.28	3.82	0.282	0.263
2.23	2.68	3.85	0.33	1.26	4.31	0.303	0.278
2.11	3.1	3.1	0.31	1.27	3.21	0.274	0.262
2.07	3.49	6.99	0.81	1.23	3.92	0.287	0.247
1.79	2.92	3.9	0.79	1.18	3.73	0.246	0.236
1.78	3.75	6.2	0.65	1.19	4.13	0.296	0.257
1.51	2.03	5.9	0.97	1.38	3.44	0.286	0.257
1.39	3.39	3.99	0.54	1.28	3.52	0.265	0.246
1.39	3.39	3.99	0.54	1.28	3.52	0.265	0.246
1.39	3.39	3.99	0.54	1.28	3.52	0.265	0.246
1.19	3.99	2.3	0.31	1.23	2.98	0.321	0.308
1.14	1.98	4.35	0.69	1.39	3.63	0.293	0.272
1.03	3.07	4.85	0.65	1.53	4.43	0.277	0.252
0.95	2.36	3.6	0.72	1.29	3.94	0.28	0.267
0.92	2.51	3.98	0.74	1.28	3.44	0.292	0.276
0.89	5.4	4.93	0.24	1.47	4.97	0.311	0.271
0.86	4.1	4.1	0.8	1.39	4.42	0.299	0.282
0.84	2.7	4.94	0.98	1.46	4.68	0.261	0.247
0.77	3.66	2.72	0.53	1.3	3.94	0.242	0.236
0.64	2.68	2.53	0.95	1.62	6.36	0.271	0.274
0.64	2.68	2.53	0.95	1.62	6.36	0.271	0.274
0.64	2.68	2.53	0.95	1.62	6.36	0.271	0.274
0.57	5.21	6.63	0.95	1.37	4.33	0.312	0.273
0.55	3.72	5.09	0.98	1.28	3.47	0.288	0.266
0.35	5.37	3.72	0.58	1.69	3.88	0.267	0.253
0.18	3.49	3.96	1.4	1.59	3.98	0.298	0.292
0.11	3.21	8.36	1.45	1.58	4.35	0.331	0.283
0.02	3.38	5.65	1.49	1.82	5.14	0.306	0.286
-0.09	5.28	2.35	0.88	1.55	4.08	0.314	0.317
-0.33	3.96	3.1	1.55	1.53	5.45	0.262	0.275
-0.38	3.69	4.85	1.85	1.55	4.61	0.306	0.304
-0.64	2.75	1.91	2.27	1.65	6.43	0.309	0.34
7.41	2.11	8.34	0.47	1.25	3.5	0.289	0.229
5.6	2.2	8.69	0.81	1.25	3.25	0.304	0.242
4.53	3.34	8.74	0.64	1.23	3.7	0.255	0.203
3.95	1.41	5.73	0.87	1.33	3.81	0.314	0.282
3.7	3.51	4.59	0.27	1.32	3.6	0.313	0.28
3.65	0.94	6.23	0.94	1.15	2.62	0.283	0.253
3.13	2.23	6.48	0.87	1.04	2.53	0.289	0.252
2.97	3.29	7.98	0.94	1.49	4.41	0.289	0.239
2.93	4.22	6.27	0.24	1.3	4.34	0.327	0.272
2.76	1.93	4.86	0.34	1.31	4.43	0.288	0.256
2.76	1.93	4.86	0.34	1.31	4.43	0.288	0.256
2.76	1.93	4.86	0.34	1.31	4.43	0.288	0.256
2.72	1.15	4.74	0.57	1.16	3.38	0.223	0.205
2.54	2.83	5.86	0.4	1.18	3.48	0.297	0.254
2.51	2.66	7.46	0.71	1.46	4.1	0.357	0.296
2.06	3.97	8.74	0.72	1.11	2.64	0.288	0.232
2.05	3.23	5.5	0.32	1.59	4.66	0.253	0.219
1.96	3.31	6.34	0.83	1.28	4.24	0.4	0.35
1.87	2.23	4.41	0.79	0.88	3.49	0.282	0.263
1.84	2.88	5.33	0.75	1.39	4.76	0.304	0.273
1.64	4.36	6.04	0.67	1.45	3.47	0.29	0.253
1.58	3.54	3.86	0.48	1.45	4.09	0.325	0.302
1.58	3.54	3.86	0.48	1.45	4.09	0.325	0.302
1.58	3.54	3.86	0.48	1.45	4.09	0.325	0.302
1.57	2.27	6.54	1.14	1.29	4.61	0.28	0.25
1.56	2.42	5.54	0.69	1.19	3.64	0.277	0.248
1.29	4.54	10.51	1.43	1.07	3.36	0.314	0.243
1.26	4.38	7.45	0.7	1.45	5.49	0.311	0.261
1.14	5.09	9.72	1.08	1.35	4.97	0.317	0.249
1.13	3.88	6.64	0.86	1.48	3.54	0.263	0.233
1.08	2.41	4.55	0.8	1.25	3.46	0.364	0.338
0.97	3.3	5.83	0.94	1.44	5.24	0.277	0.253
0.88	4.45	5.79	0.72	1.5	3.3	0.295	0.262
0.84	2.71	4.49	1.14	1.38	4.09	0.28	0.27
0.84	2.71	4.49	1.14	1.38	4.09	0.28	0.27
0.84	2.71	4.49	1.14	1.38	4.09	0.28	0.27
0.71	2.24	7.33	1.62	1.44	3.84	0.289	0.263
0.66	5.01	5.42	0.65	1.56	4.66	0.301	0.273
0.58	2.34	5.26	1.29	1.23	4.03	0.346	0.321
0.57	2.73	5.2	1.27	1.7	5.38	0.298	0.281
0.57	6.7	5.96	0.93	1.55	3.96	0.275	0.249
0.55	1.66	4.74	1.42	1.69	5.17	0.386	0.368
0.5	3.18	5.38	1.1	1.48	4.82	0.309	0.288
0.47	2.67	4.39	1.38	1.76	4.79	0.274	0.27
0.42	4.71	4.4	0.94	1.62	5.25	0.272	0.257
0.4	4.87	5.81	0.94	1.59	5.39	0.326	0.293
0.4	4.87	5.81	0.94	1.59	5.39	0.326	0.293
0.4	4.87	5.81	0.94	1.59	5.39	0.326	0.293
0.35	3.8	4.63	1.46	1.87	3.65	0.275	0.27
0.32	4.23	3.96	1.23	1.63	4.32	0.306	0.3
0.28	6.14	5.59	0.95	1.2	4.03	0.287	0.262
0.26	3.36	4.18	1.49	1.5	5.01	0.304	0.298
0.23	4.32	3.96	1.44	1.66	4.77	0.263	0.266
-0.14	2.15	4.7	1.76	1.54	6.35	0.303	0.301
-0.29	3.0	3.67	1.83	1.48	5.46	0.323	0.328
-0.44	4.83	7.83	2.5	1.74	5.95	0.271	0.262
5.64	1.4	9.4	0.2	1.03	3.78	0.266	0.194
4.86	2.74	10.13	0.42	1.21	4.19	0.28	0.207
4.28	3.6	10.08	0.36	1.2	3.86	0.333	0.24
3.97	2.37	8.53	0.24	0.74	3.29	0.255	0.193
3.1	3.2	8.85	0.15	1.2	3.32	0.286	0.211
2.77	2.18	8.54	0.79	1.32	3.82	0.318	0.257
2.66	4.31	9.08	0.23	1.53	3.82	0.304	0.227
2.48	1.74	5.08	0.27	1.12	2.82	0.181	0.159
2.39	1.09	5.55	0.24	0.84	1.82	0.294	0.254
2.38	4.44	8.54	0.0	1.3	3.49	0.405	0.306
2.38	4.44	8.54	0.0	1.3	3.49	0.405	0.306
2.38	4.44	8.54	0.0	1.3	3.49	0.405	0.306
2.37	2.59	7.93	0.53	1.45	5.43	0.307	0.247
2.34	2.46	9.44	0.94	1.41	3.97	0.328	0.261
2.31	1.93	7.91	0.58	1.5	4.72	0.316	0.257
2.29	3.33	7.81	0.38	1.51	4.66	0.312	0.251
2.25	2.99	11.03	0.92	1.31	3.39	0.366	0.266
2.21	3.03	8.34	0.61	1.18	3.34	0.359	0.288
2.17	2.13	5.45	0.4	1.28	4.03	0.326	0.286
2.07	1.59	7.24	0.62	1.09	3.31	0.276	0.232
2.0	2.27	6.02	0.54	0.95	2.66	0.37	0.32
1.98	3.15	6.46	0.66	1.52	4.8	0.311	0.265
1.98	3.15	6.46	0.66	1.52	4.8	0.311	0.265
1.98	3.15	6.46	0.66	1.52	4.8	0.311	0.265
1.91	5.44	11.51	0.73	1.26	2.61	0.337	0.231
1.81	1.95	6.43	0.84	1.42	3.84	0.294	0.259
1.75	3.28	3.97	0.26	1.48	5.7	0.311	0.282
1.54	4.5	7.94	0.53	1.35	5.58	0.312	0.254
1.51	3.39	6.05	0.61	1.26	4.25	0.323	0.283
1.47	4.47	8.57	0.56	1.38	5.15	0.279	0.219
1.46	1.59	7.65	0.87	1.24	3.21	0.339	0.284
1.38	2.8	4.84	0.51	1.06	2.31	0.336	0.31
1.31	2.57	5.3	0.84	1.44	4.53	0.27	0.246
1.22	4.89	6.59	0.21	1.42	5.25	0.426	0.362
1.22	4.89	6.59	0.21	1.42	5.25	0.426	0.362
1.22	4.89	6.59	0.21	1.42	5.25	0.426	0.362
1.08	2.87	4.83	0.78	1.29	3.25	0.268	0.248
1.04	3.58	6.66	0.74	1.43	3.5	0.36	0.309
0.98	2.48	4.66	0.93	1.35	3.69	0.193	0.19
0.97	4.01	5.29	0.73	1.26	4.02	0.296	0.265
0.89	2.92	5.41	1.1	1.54	6.53	0.329	0.301
0.87	4.54	7.57	0.76	1.58	5.15	0.296	0.244
0.84	5.17	8.9	1.01	1.46	3.92	0.298	0.244
0.81	5.61	7.71	0.7	1.51	5.17	0.371	0.31
0.78	4.89	6.91	0.63	1.66	4.25	0.312	0.262
0.77	4.78	7.06	0.62	1.24	3.33	0.32	0.268
0.77	4.78	7.06	0.62	1.24	3.33	0.32	0.268
0.77	4.78	7.06	0.62	1.24	3.33	0.32	0.268
0.71	5.85	10.2	0.9	1.44	4.05	0.393	0.3
0.68	3.18	6.62	1.59	1.65	5.22	0.333	0.304
0.67	3.62	6.27	0.96	0.93	4.33	0.361	0.321
0.64	4.26	7.07	1.21	1.5	4.99	0.318	0.281
0.63	3.66	6.47	0.98	2.06	4.19	0.296	0.264
0.6	3.57	8.09	1.55	1.4	4.71	0.318	0.278
0.47	3.4	6.01	1.36	1.56	5.07	0.342	0.314
0.4	3.41	8.15	1.46	1.71	5.09	0.327	0.278
0.32	5.77	9.69	1.15	1.76	5.54	0.355	0.281
0.32	4.73	4.18	0.84	1.94	6.8	0.255	0.246
0.32	4.73	4.18	0.84	1.94	6.8	0.255	0.246
0.32	4.73	4.18	0.84	1.94	6.8	0.255	0.246
0.3	3.81	6.09	1.11	1.88	5.03	0.302	0.273
0.24	3.96	8.22	1.91	1.78	6.54	0.362	0.316
0.23	2.85	4.32	1.06	1.63	3.31	0.282	0.269
0.18	6.1	6.68	0.87	1.71	6.26	0.256	0.226
0.16	3.29	7.05	1.91	1.8	6.03	0.302	0.281
0.1	2.65	5.29	1.59	1.41	3.96	0.389	0.37
-0.02	5.47	7.59	1.41	1.39	5.42	0.335	0.296
-0.14	4.56	4.94	1.24	1.79	6.66	0.349	0.325
-0.28	5.18	3.94	1.46	1.74	5.28	0.305	0.3
-0.37	3.39	6.02	1.87	1.47	5.91	0.302	0.291
-0.37	3.39	6.02	1.87	1.47	5.91	0.302	0.291
-0.37	3.39	6.02	1.87	1.47	5.91	0.302	0.291
-0.41	4.84	6.64	1.7	1.86	6.16	0.344	0.317
-0.5	5.93	4.94	1.65	1.99	4.78	0.296	0.29
-1.02	5.68	5.08	1.62	1.97	5.97	0.331	0.324
