WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
8.16	1.76	5.06	0.34	1.11	2.94	0.322	0.284
6.91	1.58	9.18	0.83	1.07	3.34	0.31	0.243
6.26	3.72	9.03	0.53	1.08	2.57	0.293	0.226
4.34	3.19	4.3	0.19	1.2	3.76	0.241	0.213
4.14	3.18	5.29	0.42	1.57	4.41	0.298	0.261
3.61	3.13	6.67	0.69	1.28	2.48	0.235	0.204
3.32	2.99	3.98	0.68	1.29	3.78	0.3	0.281
3.25	1.98	5.22	0.54	1.28	3.99	0.39	0.347
3.06	2.98	6.12	0.63	1.32	2.96	0.25	0.219
2.97	4.36	7.33	0.47	1.38	3.51	0.303	0.246
2.97	4.36	7.33	0.47	1.38	3.51	0.303	0.246
2.97	4.36	7.33	0.47	1.38	3.51	0.303	0.246
2.9	3.29	2.88	0.41	1.24	2.81	0.25	0.241
2.45	4.44	6.18	0.67	1.13	3.46	0.233	0.205
2.23	3.51	6.77	0.85	1.43	3.4	0.288	0.248
2.08	2.55	4.35	0.75	1.59	4.77	0.3	0.278
1.84	3.72	6.94	0.74	1.21	3.72	0.291	0.25
1.55	3.31	3.91	0.6	1.38	3.89	0.286	0.268
1.1	3.29	5.55	0.67	1.35	3.83	0.281	0.251
1.0	4.01	4.43	0.63	1.49	5.4	0.364	0.329
0.94	5.93	4.28	0.33	1.7	4.73	0.315	0.289
0.88	5.31	8.97	0.88	1.25	4.69	0.328	0.261
0.88	5.31	8.97	0.88	1.25	4.69	0.328	0.261
0.88	5.31	8.97	0.88	1.25	4.69	0.328	0.261
0.82	2.07	4.24	1.45	1.54	4.63	0.311	0.303
0.77	3.97	4.56	0.47	1.34	4.52	0.275	0.25
0.77	4.19	2.93	0.84	1.7	3.45	0.25	0.248
0.77	2.22	4.99	1.48	1.6	5.03	0.363	0.342
0.7	3.33	4.39	1.06	1.37	5.02	0.313	0.296
0.5	3.68	5.91	1.31	1.69	4.61	0.246	0.232
0.48	4.42	4.09	0.9	1.38	3.83	0.328	0.31
0.47	5.29	7.41	0.83	1.37	4.56	0.313	0.264
0.41	4.54	4.19	0.82	1.71	4.24	0.276	0.262
0.39	4.01	5.4	1.39	1.45	4.8	0.269	0.262
0.39	4.01	5.4	1.39	1.45	4.8	0.269	0.262
0.39	4.01	5.4	1.39	1.45	4.8	0.269	0.262
0.37	5.18	3.51	0.93	1.48	5.61	0.29	0.284
0.27	6.36	5.51	0.85	1.79	5.18	0.31	0.284
0.22	4.52	4.52	1.03	1.76	4.28	0.271	0.26
0.14	3.2	2.75	1.6	1.43	4.51	0.28	0.295
-0.02	3.58	4.55	1.63	1.52	5.62	0.286	0.29
-0.23	4.91	4.36	1.64	1.85	6.51	0.319	0.314
-0.43	5.46	4.64	1.91	1.85	6.09	0.337	0.331
6.81	2.57	7.13	0.48	1.25	3.02	0.288	0.236
5.45	2.43	8.45	0.51	1.26	3.04	0.272	0.212
5.43	2.9	7.59	0.64	1.17	3.21	0.307	0.251
4.68	2.9	8.59	0.62	1.43	4.81	0.273	0.218
4.2	3.35	7.76	0.48	1.11	3.06	0.305	0.244
3.91	3.39	9.06	0.46	1.52	4.5	0.271	0.208
3.62	4.1	6.03	0.24	1.14	2.69	0.296	0.252
3.58	3.5	8.33	0.5	1.16	4.12	0.278	0.218
