WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
3.81	2.48	6.34	0.41	1.26	3.03	0.293	0.249
3.33	2.27	2.92	0.43	1.22	2.71	0.255	0.242
2.48	3.07	6.14	0.45	1.14	2.84	0.294	0.251
1.93	4.5	8.38	0.62	1.6	3.38	0.357	0.283
1.55	3.59	3.9	0.51	1.4	4.07	0.287	0.267
1.39	3.41	3.99	1.0	1.4	3.67	0.319	0.306
0.87	4.79	2.78	0.29	1.09	4.09	0.257	0.244
0.41	3.89	8.24	1.14	1.72	5.01	0.217	0.188
0.37	4.87	3.54	0.89	1.43	5.29	0.314	0.304
-0.15	3.47	3.86	1.41	1.59	5.3	0.265	0.266
-0.15	3.47	3.86	1.41	1.59	5.3	0.265	0.266
-0.15	3.47	3.86	1.41	1.59	5.3	0.265	0.266
-0.3	3.81	1.99	1.27	1.58	3.99	0.285	0.299
7.18	2.05	7.11	0.48	1.15	3.31	0.255	0.21
4.55	3.86	9.12	0.44	1.27	3.49	0.375	0.288
4.24	4.95	8.1	0.23	1.25	4.39	0.319	0.248
3.39	2.21	6.75	0.66	1.55	2.98	0.284	0.242
3.37	2.06	7.0	0.88	1.31	4.17	0.31	0.266
3.13	3.09	8.31	1.03	0.96	2.59	0.25	0.214
2.72	3.32	7.58	0.71	1.12	3.84	0.26	0.216
2.14	2.47	6.22	0.94	1.2	4.04	0.283	0.253
2.08	3.51	4.26	0.47	1.23	3.98	0.347	0.317
1.64	2.63	5.36	0.71	1.29	4.14	0.27	0.244
1.64	2.63	5.36	0.71	1.29	4.14	0.27	0.244
1.64	2.63	5.36	0.71	1.29	4.14	0.27	0.244
1.45	2.79	4.96	0.73	1.6	4.02	0.285	0.259
1.33	3.0	4.93	0.96	1.45	4.66	0.28	0.262
1.19	2.87	4.86	0.96	1.16	3.94	0.307	0.288
1.16	2.63	5.6	1.32	1.48	3.01	0.253	0.242
1.04	3.02	6.44	1.19	1.48	4.7	0.271	0.245
0.93	3.96	2.5	0.63	1.46	4.31	0.339	0.333
0.62	3.11	3.35	0.96	1.17	4.37	0.377	0.364
0.61	3.28	4.62	1.04	1.53	4.57	0.325	0.304
0.46	2.83	3.96	0.92	1.63	6.01	0.308	0.295
0.36	3.3	4.34	1.04	1.47	4.74	0.303	0.291
0.36	3.3	4.34	1.04	1.47	4.74	0.303	0.291
0.36	3.3	4.34	1.04	1.47	4.74	0.303	0.291
0.26	3.99	3.6	0.64	1.77	4.5	0.283	0.272
0.24	7.2	9.23	1.35	1.78	5.29	0.33	0.265
-0.11	3.86	3.39	1.39	1.83	4.5	0.311	0.314
5.12	3.07	8.83	0.64	1.31	3.6	0.328	0.257
4.58	2.92	9.63	0.52	1.27	3.8	0.292	0.222
3.59	1.52	6.21	0.82	1.17	3.64	0.302	0.264
1.92	1.89	6.54	0.52	1.55	4.68	0.329	0.279
1.71	3.27	6.0	0.27	1.54	5.02	0.382	0.323
1.68	3.39	7.07	0.49	1.39	4.22	0.293	0.244
1.64	2.06	4.66	0.55	1.35	4.58	0.275	0.251
1.63	4.93	8.21	0.73	1.38	4.16	0.25	0.207
1.62	4.82	6.28	0.15	1.15	3.6	0.293	0.242
1.44	4.3	6.13	0.39	1.14	3.86	0.291	0.248
1.44	4.3	6.13	0.39	1.14	3.86	0.291	0.248
1.44	4.3	6.13	0.39	1.14	3.86	0.291	0.248
1.34	2.79	5.79	0.43	1.26	4.4	0.286	0.252
1.24	3.13	3.78	0.65	1.28	3.73	0.301	0.279
1.2	3.54	3.86	0.54	1.27	5.71	0.36	0.34
1.17	5.12	6.01	0.63	1.35	5.0	0.311	0.269
1.13	5.44	7.5	1.13	1.46	5.01	0.246	0.216
0.74	3.73	5.5	0.88	1.67	3.77	0.307	0.278
0.71	3.79	7.0	1.36	1.3	5.29	0.319	0.284
0.57	4.1	7.96	0.96	1.67	5.46	0.302	0.254
0.52	3.77	7.55	1.16	1.28	3.91	0.327	0.284
0.47	2.69	2.98	0.9	1.56	5.6	0.333	0.328
0.47	2.69	2.98	0.9	1.56	5.6	0.333	0.328
0.47	2.69	2.98	0.9	1.56	5.6	0.333	0.328
0.44	6.25	7.25	0.81	1.42	5.09	0.404	0.339
0.4	1.72	5.36	1.72	1.58	5.16	0.297	0.291
0.34	5.04	8.01	1.19	1.73	6.1	0.275	0.24
0.3	4.18	6.68	1.11	1.52	5.41	0.35	0.305
0.17	4.31	5.25	1.31	1.9	8.88	0.3	0.281
0.16	3.31	6.98	1.29	1.58	5.22	0.392	0.34
0.06	4.57	7.62	1.31	1.77	4.59	0.412	0.354
-0.19	2.14	6.8	1.75	1.74	5.64	0.3	0.278
-0.2	5.45	4.95	0.99	2.02	5.25	0.296	0.281
-0.35	3.64	4.31	2.15	1.95	6.82	0.368	0.365
-0.35	3.64	4.31	2.15	1.95	6.82	0.368	0.365
-0.35	3.64	4.31	2.15	1.95	6.82	0.368	0.365
-0.77	4.97	6.4	3.2	2.01	5.66	0.325	0.333
