WAR	BB/9	K/9	hr/9	fip	whip	bipa	피안타율
5.88	2.4	8.0	0.4	0.96	2.45	0.251	0.197
5.39	2.82	3.81	0.0	1.21	3.26	0.26	0.234
5.3	2.32	4.51	0.26	1.03	2.81	0.273	0.244
4.4	2.43	6.67	0.61	1.45	3.41	0.254	0.216
4.4	2.3	8.72	0.75	1.06	2.79	0.268	0.214
3.08	2.88	2.64	0.24	1.34	3.78	0.269	0.257
2.85	1.94	3.69	0.35	1.15	2.78	0.31	0.287
2.54	2.58	3.1	0.33	1.31	3.65	0.269	0.252
2.4	5.39	8.71	0.39	1.29	3.66	0.311	0.237
2.24	3.62	2.77	0.46	1.31	3.17	0.283	0.274
2.24	3.62	2.77	0.46	1.31	3.17	0.283	0.274
2.24	3.62	2.77	0.46	1.31	3.17	0.283	0.274
2.24	4.79	9.57	0.34	1.29	3.55	0.425	0.321
2.13	3.99	5.79	0.6	1.33	4.09	0.269	0.236
1.92	3.46	5.09	0.52	1.34	3.97	0.279	0.25
1.59	3.74	4.72	0.71	1.41	3.41	0.264	0.243
1.46	2.64	6.91	0.75	1.2	2.92	0.323	0.276
1.39	2.9	4.08	0.56	1.44	4.76	0.29	0.268
1.34	2.41	4.07	0.91	1.14	2.56	0.268	0.258
1.26	3.12	5.13	0.74	1.57	5.03	0.297	0.269
1.19	4.88	6.9	0.83	1.35	3.7	0.285	0.249
1.1	3.92	3.86	0.59	1.47	4.06	0.263	0.247
1.1	3.92	3.86	0.59	1.47	4.06	0.263	0.247
1.1	3.92	3.86	0.59	1.47	4.06	0.263	0.247
1.08	5.16	3.03	0.3	1.39	5.01	0.273	0.262
0.94	3.8	3.3	0.51	1.64	4.51	0.268	0.255
0.81	6.62	4.11	0.36	1.58	4.62	0.278	0.251
0.74	4.88	4.79	0.72	1.55	4.89	0.286	0.263
0.68	3.95	4.12	0.84	1.53	4.45	0.332	0.312
0.68	4.14	2.54	0.75	1.39	4.38	0.291	0.288
0.58	4.11	4.28	1.01	1.24	3.82	0.277	0.267
0.51	6.07	5.62	0.91	1.61	4.38	0.258	0.236
0.4	3.32	6.41	1.37	1.52	4.25	0.285	0.265
0.36	7.28	6.16	0.7	1.86	6.24	0.247	0.218
0.36	7.28	6.16	0.7	1.86	6.24	0.247	0.218
0.36	7.28	6.16	0.7	1.86	6.24	0.247	0.218
0.3	5.81	5.92	0.86	1.43	5.24	0.257	0.233
0.18	4.95	6.23	1.44	1.86	3.54	0.35	0.319
0.05	6.55	5.56	0.79	1.67	5.28	0.226	0.208
-0.09	5.06	6.44	1.23	1.51	5.46	0.31	0.28
-0.15	4.17	5.74	1.71	1.51	5.07	0.295	0.283
-0.17	5.49	5.8	1.68	2.04	6.63	0.326	0.312
-0.42	9.0	6.23	1.39	1.83	5.19	0.311	0.281
5.0	2.48	7.14	0.16	1.32	3.91	0.274	0.22
4.63	4.39	8.1	0.17	1.27	3.56	0.306	0.236
4.25	3.09	7.88	0.28	1.37	3.87	0.333	0.268
4.09	4.71	8.14	0.29	1.12	3.49	0.278	0.217
3.19	2.38	3.57	0.24	1.36	3.7	0.258	0.237
2.88	3.99	6.87	0.48	1.03	2.67	0.255	0.216
2.7	2.52	9.08	1.14	1.08	3.2	0.279	0.229
2.25	4.42	6.56	0.31	1.26	3.65	0.318	0.265
2.14	3.64	7.77	0.65	1.21	3.29	0.293	0.24
2.06	4.14	4.38	0.0	1.3	3.17	0.344	0.303
2.06	4.14	4.38	0.0	1.3	3.17	0.344	0.303
2.06	4.14	4.38	0.0	1.3	3.17	0.344	0.303
1.99	3.76	6.51	0.7	1.36	4.2	0.271	0.234
1.91	3.28	5.78	0.56	1.35	2.74	0.307	0.266
1.73	5.21	9.06	0.96	1.2	4.61	0.284	0.226
1.66	5.1	8.1	0.6	1.51	4.0	0.41	0.336
1.63	1.84	5.24	0.79	1.36	3.07	0.25	0.23
1.54	3.89	8.23	0.89	1.44	4.06	0.307	0.251
1.43	3.21	5.46	0.32	1.54	4.89	0.298	0.259
1.42	4.2	7.94	0.74	1.37	4.38	0.284	0.233
1.33	5.36	6.47	0.45	1.28	4.28	0.275	0.235
1.29	5.61	8.42	0.7	1.22	4.68	0.377	0.304
1.29	5.61	8.42	0.7	1.22	4.68	0.377	0.304
1.29	5.61	8.42	0.7	1.22	4.68	0.377	0.304
1.23	4.66	6.63	0.71	1.46	4.5	0.305	0.262
1.23	3.74	7.35	0.8	1.45	4.72	0.323	0.274
1.16	3.43	5.36	0.43	1.64	4.56	0.289	0.255
1.03	3.25	2.75	0.5	1.37	4.28	0.333	0.322
1.02	4.36	8.34	1.04	1.48	4.48	0.285	0.237
1.0	4.62	3.78	0.42	1.46	3.54	0.26	0.241
0.98	5.68	8.68	0.79	1.34	3.9	0.235	0.19
0.96	3.02	7.08	1.18	1.43	5.26	0.304	0.267
0.95	2.68	7.83	1.24	1.05	3.77	0.256	0.228
0.74	3.43	4.35	0.69	1.55	4.88	0.325	0.303
0.74	3.43	4.35	0.69	1.55	4.88	0.325	0.303
0.74	3.43	4.35	0.69	1.55	4.88	0.325	0.303
0.72	4.22	8.67	1.33	1.65	3.64	0.311	0.263
0.7	5.34	8.11	0.96	1.12	4.44	0.333	0.275
0.65	2.68	4.78	1.05	1.46	3.92	0.248	0.238
0.64	5.65	6.87	0.74	1.46	4.99	0.291	0.25
0.64	2.69	5.38	1.09	1.35	3.75	0.277	0.257
0.54	4.14	8.27	1.52	1.55	5.28	0.367	0.316
0.5	4.18	5.81	1.21	1.36	4.08	0.286	0.263
0.44	1.65	5.79	1.65	1.68	5.26	0.308	0.292
0.42	4.27	4.68	0.96	1.58	4.65	0.294	0.278
0.4	4.77	6.77	1.11	1.35	4.78	0.305	0.268
0.4	4.77	6.77	1.11	1.35	4.78	0.305	0.268
0.4	4.77	6.77	1.11	1.35	4.78	0.305	0.268
0.23	3.43	7.13	1.78	1.76	5.84	0.307	0.283
0.15	3.88	6.97	1.5	1.83	3.96	0.287	0.262
0.14	4.76	6.97	1.44	1.67	4.19	0.321	0.289
0.03	4.64	7.62	1.49	2.0	3.77	0.299	0.269
-0.03	7.54	7.35	0.99	1.77	4.72	0.308	0.263
-0.09	5.26	5.94	1.36	1.83	5.79	0.314	0.294
4.92	2.58	7.28	0.0	1.29	3.75	0.33	0.264
4.62	2.45	8.66	0.31	1.26	4.1	0.276	0.211
3.9	3.95	8.58	0.39	1.03	2.55	0.259	0.199
3.36	3.51	8.42	0.85	1.14	3.74	0.292	0.238
3.0	2.63	6.63	0.75	1.35	4.03	0.29	0.256
2.67	3.89	5.62	0.22	1.54	5.31	0.366	0.319
2.34	3.55	9.5	0.69	1.45	4.61	0.319	0.247
2.13	3.45	7.29	0.91	1.1	4.39	0.281	0.239
1.84	3.6	6.75	1.01	1.45	4.87	0.22	0.199
